,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,embark_Q,embark_S
155,0,1,1,1.6469745836842955,0,1,1.2675146639789925,0,0
156,1,3,0,-1.0534196546511732,0,0,-0.705058254663483,1,0
157,0,3,1,0.026738040683014372,0,0,-0.6934131178807266,0,1
158,0,3,1,0.00352372718875205,0,0,-0.6708913424483353,0,1
159,0,3,1,0.00352372718875205,8,2,1.5679569867593717,0,1
160,0,3,1,1.1068957360172018,0,1,-0.397412640769299,0,1
161,1,2,0,0.7982792516360054,0,0,-0.4102822267306655,0,1
162,0,3,1,-0.28187844369818205,0,0,-0.7035249354218003,0,1
163,0,3,1,-0.976265533555874,0,0,-0.6708913424483353,0,1
164,0,3,1,-2.21073147108066,4,1,0.46990552741278746,0,1
165,1,3,1,-1.5934985023182668,0,2,-0.23470430397202377,0,1
166,1,1,0,0.00352372718875205,0,1,1.0329499132225681,0,1
167,0,3,0,1.1840498571125009,1,4,0.03647625735676853,0,1
168,0,1,1,0.00352372718875205,0,0,-0.03614497771094187,0,1
169,0,3,1,-0.12757020150758383,0,0,1.087950846596888,0,1
170,0,1,1,2.418515794637287,0,0,0.2423896327386312,0,1
171,0,3,1,-1.9792691077947624,4,1,0.08151980822155103,1,0
172,1,3,0,-2.21073147108066,1,1,-0.5800394196102092,0,1
173,0,3,1,-0.6676490491746776,0,0,-0.6980093985812146,0,1
174,0,1,1,2.0327451891607913,0,0,0.13927851001616343,0,0
175,0,3,1,-0.8991114124605749,1,1,-0.7006127319699711,0,1
176,0,3,1,0.00352372718875205,3,1,-0.05299678127121114,0,1
177,0,1,0,1.5698204625889964,0,0,0.06635208190994056,0,0
178,0,2,1,0.026738040683014372,0,0,-0.5114004021414016,0,1
179,0,3,1,0.489662767254809,0,0,-0.9894135949921541,0,1
180,0,3,0,0.00352372718875205,8,2,1.5679569867593717,0,1
181,0,2,1,0.00352372718875205,0,0,-0.4360213986533983,0,0
182,0,3,1,-1.5934985023182668,4,2,0.1647124889003839,0,1
183,1,2,1,-2.21073147108066,2,1,0.4446259835601034,0,1
184,1,3,0,-1.9792691077947624,0,2,-0.1795489355661677,0,1
185,0,1,1,0.00352372718875205,0,0,0.8490986852030479,0,1
186,1,3,0,0.00352372718875205,1,0,-0.4194747881316415,1,0
187,1,1,1,1.1840498571125009,0,0,-0.013163574208501843,0,1
188,0,3,1,0.7982792516360054,1,1,-0.4194747881316415,1,0
189,0,3,1,0.489662767254809,0,0,-0.6990830897528485,0,1
190,1,2,0,0.18104628287361257,0,0,-0.5114004021414016,0,1
191,0,2,1,-0.8219572913652758,0,0,-0.5114004021414016,0,1
192,1,3,0,-0.8219572913652758,1,0,-0.7006127319699711,0,1
193,1,2,1,-2.0564232288900617,1,1,-0.03338720929064909,0,1
194,1,1,0,1.1068957360172018,0,0,0.029887029344549,0,0
195,1,1,0,2.1870534313513894,0,0,2.6876109653982496,0,0
196,0,3,1,0.00352372718875205,0,0,-0.7044441915618977,1,0
197,0,3,1,0.9525874938266037,0,1,-0.6803890968878238,0,1
198,1,3,0,0.00352372718875205,0,0,-0.7044441915618977,1,0
199,0,2,0,-0.4361866858887803,0,0,-0.5114004021414016,0,1
200,0,3,1,-0.12757020150758383,0,0,-0.6400962617550657,0,1
201,0,3,1,0.00352372718875205,8,2,1.5679569867593717,0,1
202,0,3,1,0.3353545250642108,0,0,-0.7505614335983143,0,1
203,0,3,1,1.2226269176601505,0,0,-0.7237485705039474,0,0
204,1,3,1,-0.8991114124605749,0,0,-0.6934131178807266,0,1
205,0,3,0,-2.1335773499853605,0,1,-0.6047049003613082,0,1
206,0,3,1,0.18104628287361257,1,0,-0.4066052021702751,0,1
207,1,3,1,-0.28187844369818205,0,0,-0.2985926057088069,0,0
208,1,3,0,-1.0534196546511732,0,0,-0.7044441915618977,1,0
209,1,1,1,0.7982792516360054,0,0,0.1504640187288711,0,0
210,0,3,1,-0.4361866858887803,0,0,-0.7301833634846306,0,1
211,1,2,0,0.4125086461595099,0,0,-0.21723843731016929,0,1
212,0,3,1,-0.5904949280793784,0,0,-0.7228293143638498,0,1
213,0,2,1,0.026738040683014372,0,0,-0.5114004021414016,0,1
214,0,3,1,0.00352372718875205,1,0,-0.7044441915618977,1,0
215,1,1,0,0.10389216177831348,1,0,2.6876109653982496,0,0
216,1,3,0,-0.20472432260288295,0,0,-0.6980093985812146,0,1
217,0,2,1,0.9525874938266037,1,0,0.003383036313254947,0,1
218,1,1,0,0.18104628287361257,0,0,1.8158509515472119,0,0
219,0,2,1,0.026738040683014372,0,0,-0.6033260161511617,0,1
220,1,3,1,-1.0534196546511732,0,0,-0.6934131178807266,0,1
221,0,2,1,-0.20472432260288295,0,0,-0.5114004021414016,0,1
222,0,3,1,1.6469745836842955,0,0,-0.6934131178807266,0,1
223,0,3,1,0.00352372718875205,0,0,-0.6990830897528485,0,1
224,1,1,1,0.6439710094454072,1,0,2.3199085093592093,0,1
225,0,3,1,-0.5904949280793784,0,0,-0.6456117985956513,0,1
226,1,2,1,-0.8219572913652758,0,0,-0.6033260161511617,0,1
227,0,3,1,-0.7062261097223271,0,0,-0.7228293143638498,0,1
228,0,2,1,-0.8991114124605749,0,0,-0.5114004021414016,0,1
229,0,3,0,0.00352372718875205,3,1,-0.05299678127121114,0,1
230,1,1,0,0.4125086461595099,1,0,2.079982656793735,0,1
231,0,3,1,-0.050416080412284736,0,0,-0.7035249354218003,0,1
232,0,2,1,2.2642075524466883,0,0,-0.49301527933944955,0,1
233,1,3,0,-1.9021149866994633,4,2,0.1647124889003839,0,1
234,0,2,1,-0.4361866858887803,0,0,-0.6033260161511617,0,1
235,0,3,0,0.00352372718875205,0,0,-0.7117982406826786,0,1
236,0,2,1,1.1068957360172018,1,0,-0.03338720929064909,0,1
237,1,2,0,-1.670652623413566,0,2,-0.02419464788967308,0,1
238,0,2,1,-0.8219572913652758,0,0,-0.6033260161511617,0,1
239,0,2,1,0.2582004039689117,0,0,-0.5380588302042321,0,1
240,0,3,0,0.00352372718875205,1,0,-0.45792911098420436,0,0
241,1,3,0,0.00352372718875205,1,0,-0.4194747881316415,1,0
242,0,2,1,-0.050416080412284736,0,0,-0.6033260161511617,0,1
243,0,3,1,-0.5904949280793784,0,0,-0.7274255950643378,0,1
244,0,3,1,0.026738040683014372,0,0,-0.7237485705039474,0,0
245,0,1,1,1.1068957360172018,2,0,2.3199085093592093,1,0
246,0,3,0,-0.35903256479348117,0,0,-0.7035249354218003,0,1
247,1,2,0,-0.4361866858887803,0,2,-0.45624503373554554,0,1
248,1,1,1,0.5668168883501081,1,1,0.9430172465245396,0,1
249,0,2,1,1.878436946970193,1,0,-0.03338720929064909,0,1
250,0,3,1,0.00352372718875205,0,0,-0.7228293143638498,0,1
251,0,3,0,-0.050416080412284736,1,1,-0.6047049003613082,0,1
252,0,1,1,2.495669915732586,0,0,-0.013163574208501843,0,1
253,0,3,1,0.026738040683014372,1,0,-0.397412640769299,0,1
254,0,3,0,0.8754333727313045,0,2,-0.24619500572324376,0,1
255,1,3,0,-0.050416080412284736,0,2,-0.42882178456415393,0,0
256,1,1,0,0.00352372718875205,0,0,1.9227898568370458,0,0
257,1,1,0,0.026738040683014372,0,0,2.191212649745545,0,1
258,1,1,0,0.4125086461595099,0,0,2.6876109653982496,0,0
259,1,2,0,1.5698204625889964,0,1,-0.03338720929064909,0,1
260,0,3,1,0.00352372718875205,0,0,-0.7044441915618977,1,0
261,1,3,1,-2.0564232288900617,4,2,0.1647124889003839,0,1
262,0,1,1,1.7241287047795948,1,1,1.9393364673588027,0,1
263,0,1,1,0.7982792516360054,0,0,-0.9894135949921541,0,1
264,0,3,0,0.00352372718875205,0,0,-0.7044441915618977,1,0
265,0,2,1,0.489662767254809,0,0,-0.6033260161511617,0,1
266,0,3,1,-1.0534196546511732,4,1,0.46990552741278746,0,1
267,1,3,1,-0.35903256479348117,1,0,-0.7035249354218003,0,1
268,1,1,0,2.1870534313513894,0,1,2.6876109653982496,0,1
269,1,1,0,0.4125086461595099,0,0,2.6876109653982496,0,1
270,0,1,1,0.00352372718875205,0,0,0.1504640187288711,0,1
271,1,3,1,-0.35903256479348117,0,0,-0.9894135949921541,0,1
272,1,2,0,0.8754333727313045,0,1,-0.27239380571602534,0,1
273,0,1,1,0.5668168883501081,0,1,0.10266269944379583,0,0
274,1,3,0,0.00352372718875205,0,0,-0.7044441915618977,1,0
275,1,1,0,2.572824036827885,1,0,1.8771322428706778,0,1
276,0,3,0,1.1840498571125009,0,0,-0.7044441915618977,0,1
277,0,2,1,0.00352372718875205,0,0,-0.9894135949921541,0,1
278,0,3,1,-1.747806744508865,4,1,0.08151980822155103,1,0
279,1,3,0,0.4125086461595099,1,1,-0.2448161215130973,0,1
280,0,3,1,2.7271322790184835,0,0,-0.7044441915618977,1,0
281,0,3,1,-0.12757020150758383,0,0,-0.7006127319699711,0,1
282,0,3,1,-1.0534196546511732,0,0,-0.6400962617550657,0,1
283,1,3,1,-0.8219572913652758,0,0,-0.6934131178807266,0,1
284,0,1,1,0.00352372718875205,0,0,-0.03338720929064909,0,1
285,0,3,1,0.2582004039689117,0,0,-0.6708913424483353,0,0
286,1,3,1,0.026738040683014372,0,0,-0.6400962617550657,0,1
287,0,3,1,-0.5904949280793784,0,0,-0.6990830897528485,0,1
288,1,2,1,0.9525874938266037,0,0,-0.5114004021414016,0,1
289,1,3,0,-0.5904949280793784,0,0,-0.7044441915618977,1,0
290,1,1,0,-0.28187844369818205,0,0,1.909920270875679,0,1
291,1,1,0,-0.8219572913652758,1,0,2.359590958414943,0,0
292,0,2,1,0.489662767254809,0,0,-0.5159966828418896,0,0
293,0,3,0,-0.4361866858887803,0,0,-0.6639969213976034,0,1
294,0,3,1,-0.4361866858887803,0,0,-0.6990830897528485,0,1
295,0,1,1,0.00352372718875205,0,0,0.029887029344549,0,0
296,0,3,1,-0.4747637464364298,0,0,-0.723594135472411,0,0
297,0,1,0,-2.1335773499853605,1,2,2.6876109653982496,0,1
298,1,1,1,0.00352372718875205,0,0,0.13207889592691907,0,1
299,1,1,0,1.5698204625889964,0,1,2.6876109653982496,0,0
300,1,3,0,0.00352372718875205,0,0,-0.7044441915618977,1,0
301,1,3,1,0.00352372718875205,2,0,-0.1345053847013852,1,0
302,0,3,1,-0.8219572913652758,0,0,-0.9894135949921541,0,1
303,1,2,0,0.00352372718875205,0,0,-0.5353010617839392,1,0
304,0,3,1,0.00352372718875205,0,0,-0.6934131178807266,0,1
305,1,1,1,-2.2169038007682835,1,2,2.6876109653982496,0,1
306,1,1,0,0.00352372718875205,0,0,2.6876109653982496,0,0
307,1,1,0,-0.976265533555874,1,0,2.6876109653982496,0,0
308,0,2,1,0.026738040683014372,1,0,-0.10692770049845716,0,0
309,1,1,0,0.026738040683014372,0,0,1.1038870710416198,0,0
310,1,1,0,-0.4361866858887803,0,0,2.068337520010979,0,0
311,1,1,0,-0.8991114124605749,2,2,2.6876109653982496,0,0
312,0,2,0,-0.28187844369818205,1,1,-0.03338720929064909,0,1
313,0,3,1,-0.12757020150758383,0,0,-0.6990830897528485,0,1
314,0,2,1,1.0297416149219027,1,1,-0.02419464788967308,0,1
315,1,3,0,-0.28187844369818205,0,0,-0.7006127319699711,0,1
316,1,2,0,-0.4361866858887803,1,0,-0.03338720929064909,0,1
317,0,2,1,1.878436946970193,0,0,-0.47463015653749757,0,1
318,1,1,0,0.10389216177831348,0,2,2.6876109653982496,0,1
319,1,1,0,0.7982792516360054,1,1,2.6876109653982496,0,0
320,0,3,1,-0.5904949280793784,0,0,-0.7228293143638498,0,1
321,0,3,1,-0.20472432260288295,0,0,-0.6990830897528485,0,1
322,1,2,0,0.026738040683014372,0,0,-0.5353010617839392,1,0
323,1,2,0,-0.5904949280793784,1,1,0.07692352752106303,0,1
324,0,3,1,0.00352372718875205,8,2,1.5679569867593717,0,1
325,1,1,0,0.489662767254809,0,0,2.6876109653982496,0,0
326,0,3,1,2.418515794637287,0,0,-0.7600591880378026,0,1
327,1,2,0,0.489662767254809,0,0,-0.5114004021414016,0,1
328,1,3,0,0.10389216177831348,1,1,-0.23470430397202377,0,1
329,1,1,0,-1.0534196546511732,0,1,1.142495828925719,0,0
330,1,3,0,0.00352372718875205,2,0,-0.1345053847013852,1,0
331,0,1,1,1.2226269176601505,0,0,0.058538404719111,0,1
332,0,1,1,0.6439710094454072,0,1,2.6876109653982496,0,1
333,0,3,1,-1.0534196546511732,2,0,-0.3275491741218814,0,1
334,1,1,0,0.00352372718875205,1,0,2.6876109653982496,0,1
335,0,3,1,0.00352372718875205,0,0,-0.6990830897528485,0,1
336,0,1,1,-0.050416080412284736,1,0,1.4594847622278546,0,1
337,1,1,0,0.8754333727313045,0,0,2.6876109653982496,0,0
338,1,3,1,1.1840498571125009,0,0,-0.6934131178807266,0,1
339,0,1,1,1.1840498571125009,0,0,0.31593012394643927,0,1
340,1,2,1,-2.1335773499853605,1,1,-0.03338720929064909,0,1
341,1,1,0,-0.4361866858887803,3,2,2.6876109653982496,0,1
342,0,2,1,-0.12757020150758383,0,0,-0.5114004021414016,0,1
343,0,2,1,-0.35903256479348117,0,0,-0.5114004021414016,0,1
344,0,2,1,0.489662767254809,0,0,-0.5114004021414016,0,1
345,1,2,0,-0.4361866858887803,0,0,-0.5114004021414016,0,1
346,1,2,0,0.7982792516360054,0,0,-0.5114004021414016,0,1
347,1,3,0,0.00352372718875205,1,0,-0.397412640769299,0,1
348,1,3,1,-2.0564232288900617,1,1,-0.40476668989007986,0,1
349,0,3,1,0.9525874938266037,0,0,-0.6708913424483353,0,1
350,0,3,1,-0.5133408069840794,0,0,-0.6502080792961393,0,1
351,0,1,1,0.00352372718875205,0,0,0.29754500114448723,0,1
352,0,3,1,-1.1305737757464722,1,1,-0.723594135472411,0,0
353,0,3,1,-0.35903256479348117,1,0,-0.3349032232426622,0,1
354,0,3,1,0.00352372718875205,0,0,-0.7237485705039474,0,0
355,0,3,1,-0.12757020150758383,0,0,-0.6400962617550657,0,1
356,1,1,0,-0.5904949280793784,0,1,1.0329499132225681,0,1
357,0,2,0,0.6439710094454072,0,0,-0.5114004021414016,0,1
358,1,3,0,0.00352372718875205,0,0,-0.6996934758298734,1,0
359,1,3,0,0.00352372718875205,0,0,-0.6996934758298734,1,0
360,0,3,1,0.7982792516360054,1,4,0.03647625735676853,0,1
361,0,2,1,-0.050416080412284736,1,0,0.029887029344549,0,0
362,0,3,0,1.1840498571125009,0,1,-0.45792911098420436,0,0
363,0,3,1,0.4125086461595099,0,0,-0.7301833634846306,0,1
364,0,3,1,0.00352372718875205,1,0,-0.4194747881316415,1,0
365,0,3,1,0.026738040683014372,0,0,-0.7228293143638498,0,1
366,1,1,0,2.3413616735419875,1,0,1.7775473867016247,0,0
367,1,3,0,0.00352372718875205,0,0,-0.723594135472411,0,0
368,1,3,0,0.00352372718875205,0,0,-0.7044441915618977,1,0
369,1,1,0,-0.4361866858887803,0,0,1.5587644253583957,0,0
370,1,1,1,-0.35903256479348117,1,0,1.0491913307058123,0,0
371,0,3,1,-0.8991114124605749,1,0,-0.7505614335983143,0,1
372,0,3,1,-0.8219572913652758,0,0,-0.6934131178807266,0,1
373,0,1,1,-0.5904949280793784,0,0,2.6876109653982496,0,0
374,0,3,0,-2.0564232288900617,3,1,-0.21448066888987652,0,1
375,1,1,0,0.00352372718875205,1,0,2.032026902477124,0,0
376,1,3,0,-0.5904949280793784,0,0,-0.7228293143638498,0,1
377,0,1,1,-0.20472432260288295,0,2,2.6876109653982496,0,0
378,0,3,1,-0.7448031702699767,0,0,-0.8418729845064892,0,0
379,0,3,1,-0.8219572913652758,0,0,-0.7035249354218003,0,1
380,1,1,0,0.9525874938266037,0,0,2.6876109653982496,0,0
381,1,3,0,-2.21073147108066,0,2,-0.4105874197691779,0,0
382,0,3,1,0.18104628287361257,0,0,-0.6980093985812146,0,1
383,1,1,0,0.4125086461595099,1,0,0.9226391764108559,0,1
384,0,3,1,0.00352372718875205,0,0,-0.6990830897528485,0,1
385,0,2,1,-0.8991114124605749,0,0,1.7131994568947928,0,1
386,0,3,1,-2.21073147108066,5,2,0.7351109238309452,0,1
387,1,2,0,0.489662767254809,0,0,-0.5114004021414016,0,1
388,0,3,1,0.00352372718875205,0,0,-0.7052090126704591,1,0
389,1,2,0,-0.976265533555874,0,0,-0.5481706477453057,0,0
390,1,1,1,0.489662767254809,1,2,2.6876109653982496,0,1
391,1,3,1,-0.6676490491746776,0,0,-0.702760114313239,0,1
392,0,3,1,-0.12757020150758383,2,0,-0.6980093985812146,0,1
393,1,1,0,-0.5133408069840794,1,0,2.6876109653982496,0,0
394,1,3,0,-0.4361866858887803,0,2,-0.3753504934069567,0,1
395,0,3,1,-0.5904949280793784,0,0,-0.702760114313239,0,1
396,0,3,0,0.10389216177831348,0,0,-0.7006127319699711,0,1
397,0,2,1,1.2612039782078002,0,0,-0.03338720929064909,0,1
